,dAge,dMass,dSatXUVFrac,dSatXUVTime,dXUVBeta,dLRatioAge,dLXUVAge,dLbolAge,dRadiusAge,dTempAge
simulation_67,5.63588684355683,0.0909276037010774,-2.9255741229272063,3.9930893548524367,-0.5554914023956393,1020.4230382367089,5.762316e-07,0.000588,0.114135,2666.320616
simulation_68,7.946395088906714,0.09181593929150224,-2.8035697229276733,5.590340078884286,-1.895367151492044,1236.5698394403248,4.989609e-07,0.000617,0.11518,2685.171639
simulation_69,4.819046925446028,0.09958487770140834,-2.3925380094055706,2.7347035933200177,-0.9377136633581458,419.4245632508449,2.036123e-06,0.000854,0.123546,2805.315569
simulation_70,9.527498840856598,0.09398540908075427,-2.8688183602318937,3.4884743075403213,-1.291172540820532,2700.2214181562886,2.536829e-07,0.000685,0.1176,2725.831443
simulation_71,6.083509982207266,0.08821086186781653,-3.048654120389103,8.282728646984577,-1.7298007709576302,1117.449331783323,4.43868e-07,0.000496,0.110597,2598.409144
simulation_72,7.585410427687599,0.08858799935769783,-3.248874435971583,2.3892896815049953,-1.006475457248712,5673.801703628356,9.006307e-08,0.000511,0.111128,2608.793035
simulation_73,6.693659699130489,0.07953424230150186,-3.3437840144732656,4.420243229998476,-1.0370397625508985,3394.5079325407255,7.305919e-08,0.000248,0.097993,2315.11445
simulation_74,8.550597966307473,0.0804159904064784,-3.4129113601737964,9.788324272314249,-1.3973294196450359,2590.0491069529585,1.057895e-07,0.000274,0.09947,2356.839105
simulation_75,9.87509082378362,0.07811482365403005,-3.4834834957970617,5.507513994681236,-0.64762294765596,4451.24190745583,4.560525e-08,0.000203,0.095984,2223.751479
simulation_76,8.84841484767532,0.08156246176423057,-2.8679878629426923,6.045011365231242,-0.9730904864711344,1069.202046288224,2.796478e-07,0.000299,0.100885,2392.914921
simulation_77,6.529176786230421,0.10295601070145788,-2.7380976686690803,5.057243422384527,-1.5652016843660337,815.7085564340183,1.175665e-06,0.000959,0.126944,2846.050223
simulation_78,7.426979412560184,0.08284970125382063,-2.979278614850837,0.4903532630314856,-1.2962607272723716,32225.429574741513,1.024036e-08,0.00033,0.10264,2433.861181
simulation_79,9.38857951197227,0.1038517778929484,-3.436542758413468,0.24135473104076116,-0.8491430861777298,61115.79086994547,1.613331e-08,0.000986,0.127781,2856.11121
simulation_80,9.30620459810759,0.07512349419047366,-3.2873282576439036,7.625679513498068,-1.562959063057716,2640.219327655048,4.961709e-08,0.000131,0.091102,2043.831759
simulation_81,5.649579730753438,0.0748013962668743,-3.1028378706990782,3.927719760929105,-1.8281472908136047,2458.752444872391,5.043208e-08,0.000124,0.090771,2018.833787
simulation_82,6.882717327597407,0.09013146295617597,-2.6276457161995053,11.572071233525287,-1.3637664977465318,423.93053886785606,1.32333e-06,0.000561,0.113164,2648.141308
